epoch,train_loss
1,0.01259776864014566
2,0.002854196157306433
3,0.002057572710327804
4,0.0017067190045490861
5,0.0014289053240790963
6,0.001285277989692986
7,0.001139146687928587
8,0.0010638777581043542
9,0.0009824667037464678
10,0.0009107020809315145
11,0.0008665480935014784
12,0.000839183071628213
13,0.000778418127913028
14,0.00075633391039446
15,0.0006986307357437909
16,0.0006881030327640474
17,0.0006526942453347147
18,0.0006009333995170891
19,0.0005987888274248689
20,0.0005822521988302469
21,0.0005284062237478793
22,0.000532940115313977
23,0.0005256973681971431
24,0.0004800471013877541
25,0.0004700074908323586
26,0.0004270459562540054
27,0.00047805307200178505
28,0.0004274202261585742
29,0.0004210373985115439
30,0.00037895171204581856
31,0.000389641507412307
32,0.0003946147169917822
33,0.00036287661199457946
34,0.0003716748608276248
35,0.00037367649981752036
36,0.00035443803085945545
37,0.0003456444051116705
38,0.0003443714645691216
39,0.00034384412481449543
40,0.00035595334018580617
41,0.0003302529191132635
42,0.00031896463211160154
43,0.00030523529765196146
44,0.0003185980010312051
45,0.00032010932406410574
46,0.0002927411946002394
47,0.0002769471553619951
48,0.0002793654736597091
49,0.0002929191382136196
50,0.000280768308090046
51,0.0002928240796318278
52,0.00025638368679210545
53,0.00026368627650663254
54,0.00026816386193968355
55,0.00026155688974540683
56,0.00027529665525071324
57,0.0002493949879426509
58,0.00025928274111356586
59,0.00025218869966920466
60,0.0002453345801914111
61,0.00023117165430448948
62,0.00023176209535449743
63,0.00025329917657654734
64,0.00024156304344069213
65,0.0002257863193517551
66,0.0002494028469081968
67,0.00022374296805355697
68,0.00022811397642362864
69,0.00022133328637573868
70,0.00020837571588344872
71,0.00021075883938465268
72,0.00022118378384038806
73,0.00023757134471088647
74,0.00022685047017876057
75,0.00021307374618481845
76,0.00023983278416562825
77,0.00020774067740421742
78,0.00019149286998435854
79,0.00018370605050586165
80,0.00017851956537924706
81,0.00018410459719598294
82,0.00020406950218603015
83,0.0002326133103342727
84,0.00019679907627869397
85,0.00019168862409424037
86,0.00020950656314380468
87,0.0001918654182809405
88,0.0001870697445701808
89,0.00019381648721173407
90,0.00017702727467985824
91,0.00016977490321733058
92,0.00018292768613900989
93,0.00016757656465051695
94,0.0001635332994046621
95,0.00018194313056301326
96,0.00016143149795243517
97,0.00017395116592524573
98,0.00019603904732502997
99,0.0001756264007417485
100,0.00015926859743194656
