epoch,train_loss
1,0.059511245042085645
2,0.013673726245760917
3,0.008813375309109688
4,0.00628872586414218
5,0.004980364497750998
6,0.004274195041507483
7,0.0035612933337688447
8,0.0031453435588628055
9,0.002834413191303611
10,0.0024909659009426832
11,0.0022942712809890507
12,0.0021610770002007482
13,0.0019647602271288633
14,0.001887319814413786
15,0.0018348381482064724
16,0.0017827896494418383
17,0.0017139997892081738
18,0.0015328102745115757
19,0.0014862483460456133
20,0.001435208609327674
21,0.0014285789104178548
22,0.0013994526723399758
23,0.0012787684379145503
24,0.0012687555374577642
25,0.0012260569771751762
26,0.0013201048830524087
27,0.0012295330129563809
28,0.0012602635333314538
29,0.001189693184569478
30,0.0011721450043842196
31,0.0011688780412077904
32,0.0011267472757026554
33,0.0010589220421388745
34,0.0010227387002669274
35,0.001003374974243343
36,0.000988911425229162
37,0.0009752267156727612
38,0.000979276045691222
39,0.0009802448516711593
40,0.00100684299133718
41,0.0009869532939046622
42,0.0009523412864655257
43,0.0010660421056672932
44,0.0011429360788315535
45,0.0010071715502999723
46,0.0009412609064020217
47,0.0009178980928845704
48,0.000888583823107183
49,0.0008617392741143703
50,0.0008741112612187862
51,0.0008667897596023977
52,0.0008937617647461593
53,0.0009100653021596372
54,0.0008638573414646089
55,0.0008507501636631787
56,0.0008548058615997434
57,0.0008273781882598996
58,0.0008728132117539645
59,0.0008268348639830947
60,0.0007905349205248058
61,0.000790810554753989
62,0.0008071681810542941
63,0.0007799418829381466
64,0.0008088816702365875
65,0.0007916800933890044
66,0.0008797153341583907
67,0.0008230990683659911
68,0.0008284559310413897
69,0.0007874166616238654
70,0.0007548371213488281
71,0.0007311608968302608
72,0.0008040695311501622
73,0.0008246821397915482
74,0.0007544817589223385
75,0.0007407381432130933
76,0.0007668466470204294
77,0.0007924239034764469
78,0.0007636865414679051
79,0.0007045713323168457
80,0.0007193709188140928
81,0.0007443973678164184
82,0.0006733862170949578
83,0.0006935480865649879
84,0.0007371241925284266
85,0.000754497533198446
86,0.0007266546669416129
87,0.0006768589629791677
88,0.0006260650279000401
89,0.000708376110997051
90,0.0006878562411293388
91,0.0006533394707366824
92,0.0006563132815063
93,0.0007214310765266418
94,0.0007037462294101715
95,0.0006658737733960152
96,0.0006644284422509373
97,0.0006855577952228487
98,0.0006788608571514488
99,0.0006536999577656388
100,0.0006343636708334089
