global_index,episode_id,frame_id,timestamp,cluster_id,selected
0,0,0,0.0,3,False
1,0,1,0.019999999552965164,3,False
2,0,2,0.03999999910593033,3,False
3,0,3,0.05999999865889549,3,False
4,0,4,0.07999999821186066,3,True
5,0,5,0.10000000149011612,3,False
6,0,6,0.11999999731779099,3,False
7,0,7,0.14000000059604645,3,False
8,0,8,0.1599999964237213,3,False
9,0,9,0.18000000715255737,3,False
10,0,10,0.20000000298023224,3,False
11,0,11,0.2199999988079071,3,False
12,0,12,0.23999999463558197,3,False
13,0,13,0.25999999046325684,3,False
14,0,14,0.2800000011920929,3,False
15,0,15,0.30000001192092896,3,False
16,0,16,0.3199999928474426,3,False
17,0,17,0.3400000035762787,3,True
18,0,18,0.36000001430511475,3,False
19,0,19,0.3799999952316284,3,False
20,0,20,0.4000000059604645,3,False
21,0,21,0.41999998688697815,3,False
22,0,22,0.4399999976158142,3,False
23,0,23,0.46000000834465027,3,False
24,0,24,0.47999998927116394,3,False
25,0,25,0.5,3,False
26,0,26,0.5199999809265137,3,False
27,0,27,0.5400000214576721,5,False
28,0,28,0.5600000023841858,5,False
29,0,29,0.5799999833106995,5,False
30,0,30,0.6000000238418579,5,False
31,0,31,0.6200000047683716,5,False
32,0,32,0.6399999856948853,5,True
33,0,33,0.6600000262260437,5,False
34,0,34,0.6800000071525574,5,False
35,0,35,0.699999988079071,5,False
36,0,36,0.7200000286102295,5,False
37,0,37,0.7400000095367432,5,True
38,0,38,0.7599999904632568,5,False
39,0,39,0.7799999713897705,5,False
40,0,40,0.800000011920929,5,False
41,0,41,0.8199999928474426,5,False
42,0,42,0.8399999737739563,5,False
43,0,43,0.8600000143051147,5,False
44,0,44,0.8799999952316284,5,False
45,0,45,0.8999999761581421,5,False
46,0,46,0.9200000166893005,5,False
47,0,47,0.9399999976158142,5,True
48,0,48,0.9599999785423279,5,False
49,0,49,0.9800000190734863,5,False
50,0,50,1.0,5,True
51,0,51,1.0199999809265137,5,True
52,0,52,1.0399999618530273,6,False
53,0,53,1.059999942779541,6,False
54,0,54,1.0800000429153442,6,False
55,0,55,1.100000023841858,6,True
56,0,56,1.1200000047683716,6,False
57,0,57,1.1399999856948853,6,True
58,0,58,1.159999966621399,6,False
59,0,59,1.1799999475479126,6,False
60,0,60,1.2000000476837158,6,False
61,0,61,1.2200000286102295,6,False
62,0,62,1.2400000095367432,6,False
63,0,63,1.2599999904632568,6,False
64,0,64,1.2799999713897705,6,False
65,0,65,1.2999999523162842,6,False
66,0,66,1.3200000524520874,6,False
67,0,67,1.340000033378601,6,True
68,0,68,1.3600000143051147,6,False
69,0,69,1.3799999952316284,2,False
70,0,70,1.399999976158142,2,False
71,0,71,1.4199999570846558,6,False
72,0,72,1.440000057220459,2,False
73,0,73,1.4600000381469727,2,False
74,0,74,1.4800000190734863,2,False
75,0,75,1.5,2,False
76,0,76,1.5199999809265137,6,False
77,0,77,1.5399999618530273,6,False
78,0,78,1.559999942779541,6,False
79,0,79,1.5800000429153442,6,False
80,0,80,1.600000023841858,6,False
81,0,81,1.6200000047683716,2,False
82,0,82,1.6399999856948853,6,False
83,0,83,1.659999966621399,6,False
84,0,84,1.6799999475479126,6,False
85,0,85,1.7000000476837158,6,False
86,0,86,1.7200000286102295,6,False
87,0,87,1.7400000095367432,6,False
88,0,88,1.7599999904632568,6,False
89,0,89,1.7799999713897705,6,False
90,0,90,1.7999999523162842,6,False
91,0,91,1.8200000524520874,6,False
92,0,92,1.840000033378601,6,False
93,0,93,1.8600000143051147,6,False
94,0,94,1.8799999952316284,2,False
95,0,95,1.899999976158142,6,False
96,0,96,1.9199999570846558,6,False
97,0,97,1.940000057220459,2,False
98,0,98,1.9600000381469727,2,False
99,0,99,1.9800000190734863,2,False
100,0,100,2.0,2,True
101,0,101,2.0199999809265137,2,False
102,0,102,2.0399999618530273,2,False
103,0,103,2.059999942779541,2,False
104,0,104,2.0799999237060547,2,False
105,0,105,2.0999999046325684,2,False
106,0,106,2.119999885559082,2,False
107,0,107,2.140000104904175,2,False
108,0,108,2.1600000858306885,2,False
109,0,109,2.180000066757202,2,False
110,0,110,2.200000047683716,2,False
111,0,111,2.2200000286102295,2,False
112,0,112,2.240000009536743,6,False
113,0,113,2.259999990463257,6,False
114,0,114,2.2799999713897705,2,False
115,0,115,2.299999952316284,2,False
116,0,116,2.319999933242798,6,False
117,0,117,2.3399999141693115,6,False
118,0,118,2.359999895095825,6,False
119,0,119,2.380000114440918,6,False
120,0,120,2.4000000953674316,6,False
121,0,121,2.4200000762939453,6,False
122,0,122,2.440000057220459,6,False
123,0,123,2.4600000381469727,6,False
124,0,124,2.4800000190734863,6,False
125,0,125,2.5,6,False
126,0,126,2.5199999809265137,6,False
127,0,127,2.5399999618530273,6,False
128,0,128,2.559999942779541,6,False
129,0,129,2.5799999237060547,6,False
130,0,130,2.5999999046325684,6,False
131,0,131,2.619999885559082,6,False
132,0,132,2.640000104904175,6,True
133,0,133,2.6600000858306885,6,False
134,0,134,2.680000066757202,6,True
135,0,135,2.700000047683716,6,False
136,0,136,2.7200000286102295,6,False
137,0,137,2.740000009536743,6,False
138,0,138,2.759999990463257,6,False
139,0,139,2.7799999713897705,6,False
140,0,140,2.799999952316284,6,False
141,0,141,2.819999933242798,6,False
142,0,142,2.8399999141693115,6,False
143,0,143,2.859999895095825,6,False
144,0,144,2.880000114440918,6,False
145,0,145,2.9000000953674316,6,True
146,0,146,2.9200000762939453,6,False
147,0,147,2.940000057220459,6,False
148,0,148,2.9600000381469727,6,False
149,0,149,2.9800000190734863,6,False
150,0,150,3.0,6,False
151,0,151,3.0199999809265137,6,False
152,0,152,3.0399999618530273,6,False
153,0,153,3.059999942779541,6,False
154,0,154,3.0799999237060547,6,False
155,0,155,3.0999999046325684,6,False
156,0,156,3.119999885559082,6,True
157,0,157,3.140000104904175,6,True
158,0,158,3.1600000858306885,6,False
159,0,159,3.180000066757202,6,False
160,0,160,3.200000047683716,6,False
161,0,161,3.2200000286102295,6,False
162,0,162,3.240000009536743,6,False
163,0,163,3.259999990463257,6,False
164,0,164,3.2799999713897705,6,False
165,0,165,3.299999952316284,6,False
166,0,166,3.319999933242798,6,False
167,0,167,3.3399999141693115,6,False
168,0,168,3.359999895095825,6,False
169,0,169,3.380000114440918,6,False
170,0,170,3.4000000953674316,6,False
171,0,171,3.4200000762939453,6,False
172,0,172,3.440000057220459,6,False
173,0,173,3.4600000381469727,6,False
174,0,174,3.4800000190734863,6,True
175,0,175,3.5,6,False
176,0,176,3.5199999809265137,6,False
177,0,177,3.5399999618530273,6,False
178,0,178,3.559999942779541,6,True
179,0,179,3.5799999237060547,6,False
180,0,180,3.5999999046325684,6,False
181,0,181,3.619999885559082,6,False
182,0,182,3.640000104904175,6,False
183,0,183,3.6600000858306885,6,False
184,0,184,3.680000066757202,6,False
185,0,185,3.700000047683716,6,False
186,0,186,3.7200000286102295,6,False
187,0,187,3.740000009536743,6,False
188,0,188,3.759999990463257,6,True
189,0,189,3.7799999713897705,6,False
190,0,190,3.799999952316284,6,False
191,0,191,3.819999933242798,6,True
192,0,192,3.8399999141693115,6,False
193,0,193,3.859999895095825,6,False
194,0,194,3.880000114440918,6,False
195,0,195,3.9000000953674316,6,False
196,0,196,3.9200000762939453,6,False
197,0,197,3.940000057220459,6,False
198,0,198,3.9600000381469727,6,False
199,0,199,3.9800000190734863,6,False
200,0,200,4.0,6,False
201,0,201,4.019999980926514,6,False
202,0,202,4.039999961853027,6,False
203,0,203,4.059999942779541,6,False
204,0,204,4.079999923706055,6,False
205,0,205,4.099999904632568,6,False
206,0,206,4.119999885559082,6,False
207,0,207,4.139999866485596,6,True
208,0,208,4.159999847412109,6,False
209,0,209,4.179999828338623,6,False
210,0,210,4.199999809265137,6,False
211,0,211,4.21999979019165,6,False
212,0,212,4.239999771118164,6,False
213,0,213,4.260000228881836,6,False
214,0,214,4.28000020980835,5,False
215,0,215,4.300000190734863,8,False
216,0,216,4.320000171661377,8,False
217,0,217,4.340000152587891,8,False
218,0,218,4.360000133514404,8,False
219,0,219,4.380000114440918,8,False
220,0,220,4.400000095367432,8,True
221,0,221,4.420000076293945,8,False
222,0,222,4.440000057220459,8,True
223,0,223,4.460000038146973,8,False
224,0,224,4.480000019073486,8,False
225,0,225,4.5,8,False
226,0,226,4.519999980926514,8,False
227,0,227,4.539999961853027,8,False
228,0,228,4.559999942779541,8,False
229,0,229,4.579999923706055,8,False
230,0,230,4.599999904632568,8,False
231,0,231,4.619999885559082,8,False
232,0,232,4.639999866485596,8,False
233,0,233,4.659999847412109,8,False
234,0,234,4.679999828338623,8,False
235,0,235,4.699999809265137,8,False
236,0,236,4.71999979019165,8,False
237,0,237,4.739999771118164,8,False
238,0,238,4.760000228881836,4,False
239,0,239,4.78000020980835,4,False
240,0,240,4.800000190734863,4,False
241,0,241,4.820000171661377,4,False
242,0,242,4.840000152587891,4,False
243,0,243,4.860000133514404,4,False
244,0,244,4.880000114440918,4,False
245,0,245,4.900000095367432,4,False
246,0,246,4.920000076293945,4,False
247,0,247,4.940000057220459,4,True
248,0,248,4.960000038146973,4,False
249,0,249,4.980000019073486,4,False
250,0,250,5.0,4,False
251,0,251,5.019999980926514,4,True
252,0,252,5.039999961853027,4,False
253,0,253,5.059999942779541,4,False
254,0,254,5.079999923706055,4,True
255,0,255,5.099999904632568,4,False
256,0,256,5.119999885559082,4,False
257,0,257,5.139999866485596,4,False
258,0,258,5.159999847412109,4,False
259,0,259,5.179999828338623,4,False
260,0,260,5.199999809265137,4,False
261,0,261,5.21999979019165,4,False
262,0,262,5.239999771118164,4,False
263,0,263,5.260000228881836,4,True
264,0,264,5.28000020980835,7,False
265,0,265,5.300000190734863,7,True
266,0,266,5.320000171661377,7,True
267,0,267,5.340000152587891,7,False
268,0,268,5.360000133514404,0,False
269,0,269,5.380000114440918,7,False
270,0,270,5.400000095367432,7,False
271,0,271,5.420000076293945,7,False
272,0,272,5.440000057220459,7,False
273,0,273,5.460000038146973,0,False
274,0,274,5.480000019073486,7,False
275,0,275,5.5,7,False
276,0,276,5.519999980926514,0,False
277,0,277,5.539999961853027,7,False
278,0,278,5.559999942779541,0,False
279,0,279,5.579999923706055,0,False
280,0,280,5.599999904632568,0,False
281,0,281,5.619999885559082,7,False
282,0,282,5.639999866485596,0,False
283,0,283,5.659999847412109,0,False
284,0,284,5.679999828338623,0,False
285,0,285,5.699999809265137,0,False
286,0,286,5.71999979019165,0,True
287,0,287,5.739999771118164,0,False
288,0,288,5.760000228881836,0,False
289,0,289,5.78000020980835,0,False
290,0,290,5.800000190734863,7,False
291,0,291,5.820000171661377,7,False
292,0,292,5.840000152587891,7,False
293,0,293,5.860000133514404,7,True
294,0,294,5.880000114440918,7,False
295,0,295,5.900000095367432,7,False
296,0,296,5.920000076293945,7,False
297,0,297,5.940000057220459,7,False
298,0,298,5.960000038146973,7,False
299,0,299,5.980000019073486,7,False
300,0,300,6.0,7,False
301,0,301,6.019999980926514,7,False
302,0,302,6.039999961853027,7,False
303,0,303,6.059999942779541,7,False
304,0,304,6.079999923706055,7,False
305,0,305,6.099999904632568,7,False
306,0,306,6.119999885559082,7,False
307,0,307,6.139999866485596,7,False
308,0,308,6.159999847412109,7,False
309,0,309,6.179999828338623,7,False
